region,fluseas,hemi,country,date,sentin,cases,wk,mon,yr
AFR,NH,NH,Algeria,2018-01-07,NOTDEFINED,2,1,1,2018
AFR,NH,NH,Algeria,2018-01-14,NOTDEFINED,5,2,1,2018
AFR,NH,NH,Algeria,2018-01-21,NOTDEFINED,3,3,1,2018
AFR,NH,NH,Algeria,2019-11-03,NOTDEFINED,1,44,11,2019
AFR,NH,NH,Algeria,2019-12-08,NOTDEFINED,2,49,12,2019
AFR,NH,NH,Algeria,2019-12-15,NOTDEFINED,2,50,12,2019
AFR,NH,NH,Algeria,2019-12-22,NOTDEFINED,2,51,12,2019
AFR,NH,NH,Algeria,2019-12-29,NOTDEFINED,2,52,12,2019
AFR,NH,NH,Algeria,2020-01-05,NOTDEFINED,0,1,1,2020
AFR,NH,NH,Algeria,2020-01-12,NOTDEFINED,1,2,1,2020
AFR,NH,NH,Algeria,2020-01-19,NOTDEFINED,1,3,1,2020
AFR,NH,NH,Algeria,2020-01-26,NOTDEFINED,0,4,1,2020
AFR,NH,NH,Algeria,2020-02-02,NOTDEFINED,1,5,2,2020
AFR,YR,NH,Cameroon,2017-02-05,NOTDEFINED,0,6,2,2017
AFR,YR,NH,Cameroon,2017-02-12,NOTDEFINED,0,7,2,2017
AFR,YR,NH,Cameroon,2017-02-19,NOTDEFINED,0,8,2,2017
AFR,YR,NH,Cameroon,2017-02-26,NOTDEFINED,0,9,2,2017
AFR,YR,NH,Cameroon,2017-03-05,NOTDEFINED,0,10,3,2017
AFR,YR,NH,Cameroon,2017-03-12,NOTDEFINED,1,11,3,2017
AFR,YR,NH,Cameroon,2017-03-19,NOTDEFINED,0,12,3,2017
AFR,YR,NH,Cameroon,2017-03-26,NOTDEFINED,0,13,3,2017
AFR,YR,NH,Cameroon,2017-04-02,NOTDEFINED,1,14,4,2017
AFR,YR,NH,Cameroon,2017-04-09,NOTDEFINED,2,15,4,2017
AFR,YR,NH,Cameroon,2017-04-16,NOTDEFINED,1,16,4,2017
AFR,YR,NH,Cameroon,2017-04-23,NOTDEFINED,0,17,4,2017
AFR,YR,NH,Cameroon,2017-04-30,NOTDEFINED,1,18,4,2017
AFR,YR,NH,Cameroon,2017-05-07,NOTDEFINED,1,19,5,2017
AFR,YR,NH,Cameroon,2017-05-14,NOTDEFINED,1,20,5,2017
AFR,YR,NH,Cameroon,2019-03-17,NOTDEFINED,0,11,3,2019
AFR,YR,NH,Cameroon,2019-03-24,NOTDEFINED,0,12,3,2019
AFR,YR,NH,Cameroon,2019-03-31,NOTDEFINED,0,13,3,2019
AFR,YR,NH,Cameroon,2019-04-07,NOTDEFINED,0,14,4,2019
AFR,YR,NH,Cameroon,2019-04-14,NOTDEFINED,1,15,4,2019
AFR,YR,NH,Cameroon,2019-04-21,NOTDEFINED,1,16,4,2019
AFR,YR,NH,Cameroon,2019-04-28,NOTDEFINED,0,17,4,2019
AFR,YR,NH,Cameroon,2019-05-05,NOTDEFINED,0,18,5,2019
AFR,YR,NH,Cameroon,2019-05-12,NOTDEFINED,1,19,5,2019
AFR,YR,NH,Cameroon,2019-05-19,NOTDEFINED,0,20,5,2019
AFR,YR,NH,Cameroon,2019-05-26,NOTDEFINED,5,21,5,2019
AFR,YR,NH,Cameroon,2019-06-02,NOTDEFINED,2,22,6,2019
AFR,YR,NH,Cameroon,2019-06-09,NOTDEFINED,2,23,6,2019
AFR,YR,NH,Cameroon,2019-06-16,NOTDEFINED,5,24,6,2019
AFR,YR,NH,Cameroon,2019-06-23,NOTDEFINED,4,25,6,2019
AFR,YR,NH,Cameroon,2019-06-30,NOTDEFINED,0,26,6,2019
AFR,YR,NH,Cameroon,2019-07-07,NOTDEFINED,1,27,7,2019
AFR,YR,NH,Cameroon,2019-07-14,NOTDEFINED,1,28,7,2019
AFR,YR,NH,Cameroon,2019-07-21,NOTDEFINED,2,29,7,2019
AFR,YR,NH,Cameroon,2019-07-28,NOTDEFINED,0,30,7,2019
AFR,YR,NH,Cameroon,2019-08-04,NOTDEFINED,1,31,8,2019
AFR,YR,NH,Cameroon,2019-08-11,NOTDEFINED,1,32,8,2019
AFR,YR,NH,Cameroon,2019-08-18,NOTDEFINED,0,33,8,2019
AFR,YR,NH,Cameroon,2019-08-25,NOTDEFINED,0,34,8,2019
AFR,YR,NH,Cameroon,2019-09-01,NOTDEFINED,1,35,9,2019
AFR,YR,NH,Cameroon,2019-09-08,NOTDEFINED,1,36,9,2019
AFR,YR,NH,Cameroon,2019-09-15,NOTDEFINED,3,37,9,2019
AFR,YR,NH,Cameroon,2019-09-22,NOTDEFINED,3,38,9,2019
AFR,YR,NH,Cameroon,2019-09-29,NOTDEFINED,3,39,9,2019
AFR,YR,NH,Cameroon,2019-10-06,NOTDEFINED,0,40,10,2019
AFR,YR,NH,Cameroon,2019-10-13,NOTDEFINED,0,41,10,2019
AFR,YR,NH,Cameroon,2019-10-20,NOTDEFINED,1,42,10,2019
AFR,YR,NH,Cameroon,2019-10-27,NOTDEFINED,0,43,10,2019
AFR,YR,NH,Cameroon,2019-11-03,NOTDEFINED,0,44,11,2019
AFR,YR,NH,Cameroon,2019-11-10,NOTDEFINED,0,45,11,2019
AFR,YR,NH,Cameroon,2019-11-17,NOTDEFINED,0,46,11,2019
AFR,YR,NH,Cameroon,2019-11-24,NOTDEFINED,1,47,11,2019
AFR,YR,NH,Cameroon,2019-12-01,NOTDEFINED,1,48,12,2019
AFR,YR,NH,Cameroon,2019-12-08,NOTDEFINED,0,49,12,2019
AFR,YR,NH,Cameroon,2019-12-15,NOTDEFINED,0,50,12,2019
AFR,YR,NH,Cameroon,2019-12-22,NOTDEFINED,0,51,12,2019
AFR,YR,NH,Cameroon,2019-12-29,NOTDEFINED,0,52,12,2019
AFR,YR,NH,Cameroon,2020-01-05,NOTDEFINED,2,1,1,2020
AFR,YR,NH,Cameroon,2020-01-12,NOTDEFINED,2,2,1,2020
AFR,YR,NH,Cameroon,2020-01-19,NOTDEFINED,5,3,1,2020
AFR,YR,NH,Cameroon,2020-01-26,NOTDEFINED,2,4,1,2020
AFR,YR,NH,Cameroon,2020-02-02,NOTDEFINED,5,5,2,2020
AFR,YR,NH,Cameroon,2020-02-09,NOTDEFINED,5,6,2,2020
AFR,YR,NH,Cameroon,2020-02-16,NOTDEFINED,20,7,2,2020
AFR,YR,NH,Cameroon,2020-02-23,NOTDEFINED,4,8,2,2020
AFR,YR,NH,Cameroon,2020-03-01,NOTDEFINED,4,9,3,2020
AFR,YR,NH,Cameroon,2020-03-08,NOTDEFINED,7,10,3,2020
AFR,YR,NH,Cameroon,2020-03-15,NOTDEFINED,0,11,3,2020
AFR,YR,NH,Cameroon,2020-03-22,NOTDEFINED,2,12,3,2020
AFR,YR,NH,Cameroon,2020-03-29,NOTDEFINED,0,13,3,2020
AFR,YR,NH,Cameroon,2020-04-05,NOTDEFINED,3,14,4,2020
AFR,YR,NH,Cameroon,2020-04-12,NOTDEFINED,2,15,4,2020
AFR,YR,NH,Cameroon,2020-04-19,NOTDEFINED,3,16,4,2020
AFR,YR,NH,Cameroon,2020-04-26,NOTDEFINED,3,17,4,2020
AFR,YR,NH,Cameroon,2020-05-03,NOTDEFINED,4,18,5,2020
AFR,YR,NH,Cameroon,2020-05-10,NOTDEFINED,4,19,5,2020
AFR,YR,NH,Cameroon,2020-05-17,NOTDEFINED,5,20,5,2020
AFR,YR,NH,Cameroon,2020-05-24,NOTDEFINED,3,21,5,2020
AFR,YR,NH,Cameroon,2020-05-31,NOTDEFINED,4,22,5,2020
AFR,YR,NH,Cameroon,2020-06-07,NOTDEFINED,2,23,6,2020
AFR,YR,NH,Cameroon,2020-06-14,NOTDEFINED,2,24,6,2020
AFR,YR,NH,Cameroon,2020-06-21,NOTDEFINED,3,25,6,2020
AFR,YR,NH,Cameroon,2020-06-28,NOTDEFINED,2,26,6,2020
AFR,YR,NH,Cameroon,2020-07-05,NOTDEFINED,0,27,7,2020
AFR,YR,NH,Cameroon,2020-07-12,NOTDEFINED,2,28,7,2020
AFR,YR,NH,Cameroon,2020-07-19,NOTDEFINED,0,29,7,2020
AFR,YR,NH,Cameroon,2020-07-26,NOTDEFINED,0,30,7,2020
AFR,YR,NH,Cameroon,2020-08-02,NOTDEFINED,2,31,8,2020
AFR,YR,NH,Cameroon,2020-08-09,NOTDEFINED,3,32,8,2020
AFR,YR,NH,Cameroon,2020-08-16,NOTDEFINED,3,33,8,2020
AFR,YR,NH,Cameroon,2020-08-23,NOTDEFINED,2,34,8,2020
AFR,YR,NH,Cameroon,2020-08-30,NOTDEFINED,3,35,8,2020
AFR,YR,NH,Cameroon,2020-09-06,NOTDEFINED,3,36,9,2020
AFR,YR,NH,Cameroon,2020-09-13,NOTDEFINED,2,37,9,2020
AFR,YR,NH,Cameroon,2020-09-20,NOTDEFINED,3,38,9,2020
AFR,YR,NH,Cameroon,2020-09-27,NOTDEFINED,4,39,9,2020
AFR,YR,NH,Cameroon,2020-10-04,NOTDEFINED,4,40,10,2020
AFR,YR,NH,Cameroon,2020-10-11,NOTDEFINED,7,41,10,2020
AFR,YR,NH,Cameroon,2020-10-18,NOTDEFINED,3,42,10,2020
AFR,YR,NH,Cameroon,2020-10-25,NOTDEFINED,4,43,10,2020
AFR,YR,NH,Cameroon,2020-11-01,NOTDEFINED,3,44,11,2020
AFR,YR,NH,Cameroon,2020-11-08,NOTDEFINED,3,45,11,2020
AFR,YR,NH,Cameroon,2020-11-15,NOTDEFINED,2,46,11,2020
AFR,YR,NH,Cameroon,2020-11-22,NOTDEFINED,8,47,11,2020
AFR,YR,NH,Cameroon,2020-11-29,NOTDEFINED,3,48,11,2020
AFR,YR,NH,Cameroon,2020-12-06,NOTDEFINED,6,49,12,2020
AFR,YR,NH,Cameroon,2020-12-13,NOTDEFINED,5,50,12,2020
AFR,YR,NH,Cameroon,2020-12-20,NOTDEFINED,5,51,12,2020
AFR,YR,NH,Cameroon,2020-12-27,NOTDEFINED,0,52,12,2020
AFR,YR,NH,Cameroon,2021-01-03,NOTDEFINED,10,1,1,2021
AFR,YR,NH,Cameroon,2021-01-10,NOTDEFINED,13,2,1,2021
AFR,YR,NH,Cameroon,2021-01-17,NOTDEFINED,20,3,1,2021
AFR,YR,NH,Cameroon,2021-01-24,NOTDEFINED,18,4,1,2021
AFR,YR,NH,Cameroon,2021-01-31,NOTDEFINED,20,5,1,2021
AFR,YR,NH,Cameroon,2021-02-07,NOTDEFINED,20,6,2,2021
AFR,YR,NH,Cameroon,2021-02-14,NOTDEFINED,20,7,2,2021
AFR,YR,NH,Cameroon,2021-02-21,NOTDEFINED,31,8,2,2021
AFR,YR,NH,Cameroon,2021-02-28,NOTDEFINED,0,9,2,2021
AFR,YR,NH,Cameroon,2021-03-07,NOTDEFINED,0,10,3,2021
AFR,YR,NH,Cameroon,2021-03-14,NOTDEFINED,28,11,3,2021
AFR,YR,NH,Cameroon,2021-03-21,NOTDEFINED,0,12,3,2021
AFR,YR,NH,Cameroon,2021-03-28,NOTDEFINED,0,13,3,2021
AFR,YR,NH,Cameroon,2021-04-04,NOTDEFINED,0,14,4,2021
AFR,YR,NH,Cameroon,2021-04-11,NOTDEFINED,19,15,4,2021
AFR,YR,NH,Cameroon,2021-04-18,NOTDEFINED,18,16,4,2021
AFR,YR,NH,Cameroon,2021-04-25,NOTDEFINED,0,17,4,2021
AFR,YR,NH,Cameroon,2021-05-02,NOTDEFINED,21,18,5,2021
AFR,YR,NH,Cameroon,2021-05-09,NOTDEFINED,20,19,5,2021
AFR,YR,NH,Cameroon,2021-05-16,NOTDEFINED,0,20,5,2021
AFR,YR,NH,Cameroon,2021-05-23,NOTDEFINED,0,21,5,2021
AFR,YR,NH,Cameroon,2021-05-30,NOTDEFINED,3,22,5,2021
AFR,YR,NH,Cameroon,2021-06-06,NOTDEFINED,5,23,6,2021
AFR,YR,NH,Cameroon,2021-06-13,NOTDEFINED,0,24,6,2021
AFR,YR,NH,Cameroon,2021-06-20,NOTDEFINED,0,25,6,2021
AFR,YR,NH,Cameroon,2021-06-27,NOTDEFINED,0,26,6,2021
AFR,YR,NH,Cameroon,2021-07-04,NOTDEFINED,0,27,7,2021
AFR,YR,NH,Cameroon,2021-07-11,NOTDEFINED,36,28,7,2021
AFR,YR,NH,Cameroon,2021-07-18,NOTDEFINED,11,29,7,2021
AFR,YR,NH,Cameroon,2021-07-25,NOTDEFINED,19,30,7,2021
AFR,YR,NH,Cameroon,2021-08-01,NOTDEFINED,21,31,8,2021
AFR,YR,NH,Cameroon,2021-08-08,NOTDEFINED,8,32,8,2021
AFR,YR,NH,Cameroon,2021-08-15,NOTDEFINED,10,33,8,2021
AFR,YR,NH,Cameroon,2021-08-22,NOTDEFINED,20,34,8,2021
AFR,YR,NH,Cameroon,2021-08-29,NOTDEFINED,28,35,8,2021
AFR,YR,NH,Cameroon,2021-09-05,NOTDEFINED,32,36,9,2021
AFR,YR,NH,Cameroon,2021-09-12,NOTDEFINED,21,37,9,2021
AFR,YR,NH,Cameroon,2021-09-19,NOTDEFINED,61,38,9,2021
AFR,YR,NH,Cameroon,2021-09-26,NOTDEFINED,58,39,9,2021
AFR,YR,NH,Cameroon,2021-10-03,NOTDEFINED,46,40,10,2021
AFR,YR,NH,Cameroon,2021-10-10,NOTDEFINED,46,41,10,2021
AFR,YR,NH,Cameroon,2021-10-17,NOTDEFINED,58,42,10,2021
AFR,YR,NH,Cameroon,2021-10-24,NOTDEFINED,33,43,10,2021
AFR,YR,NH,Cameroon,2021-10-31,NOTDEFINED,31,44,10,2021
AFR,YR,NH,Cameroon,2021-11-07,NOTDEFINED,20,45,11,2021
AFR,YR,NH,Cameroon,2021-11-14,NOTDEFINED,36,46,11,2021
AFR,YR,NH,Cameroon,2021-11-21,NOTDEFINED,27,47,11,2021
AFR,YR,NH,Cameroon,2021-11-28,NOTDEFINED,21,48,11,2021
AFR,YR,NH,Cameroon,2021-12-05,NOTDEFINED,5,49,12,2021
AFR,YR,NH,Cameroon,2022-01-02,SENTINEL,4,1,1,2022
AFR,YR,NH,Cameroon,2022-01-09,SENTINEL,2,2,1,2022
AFR,YR,NH,Cameroon,2022-01-16,SENTINEL,3,3,1,2022
AFR,YR,NH,Cameroon,2022-01-23,SENTINEL,15,4,1,2022
AFR,YR,NH,Cameroon,2022-01-30,SENTINEL,8,5,1,2022
AFR,YR,NH,Cameroon,2022-02-06,SENTINEL,16,6,2,2022
AFR,YR,NH,Cameroon,2022-02-20,SENTINEL,0,8,2,2022
AFR,YR,NH,Cameroon,2022-02-27,SENTINEL,0,9,2,2022
AFR,YR,NH,Cameroon,2022-03-06,SENTINEL,7,10,3,2022
AFR,YR,NH,Cameroon,2022-03-20,SENTINEL,0,12,3,2022
AFR,YR,NH,Cameroon,2022-03-27,SENTINEL,14,13,3,2022
AFR,YR,NH,Cameroon,2022-04-03,SENTINEL,6,14,4,2022
AFR,YR,NH,Cameroon,2022-04-10,SENTINEL,9,15,4,2022
AFR,YR,NH,Cameroon,2022-04-17,SENTINEL,0,16,4,2022
AFR,YR,NH,Central African Republic,2017-01-01,NOTDEFINED,0,1,1,2017
AFR,YR,NH,Central African Republic,2017-01-08,NOTDEFINED,0,2,1,2017
AFR,YR,NH,Central African Republic,2017-01-15,NOTDEFINED,0,3,1,2017
AFR,YR,NH,Central African Republic,2017-01-22,NOTDEFINED,0,4,1,2017
AFR,YR,NH,Central African Republic,2017-01-29,NOTDEFINED,0,5,1,2017
AFR,YR,NH,Central African Republic,2017-02-05,NOTDEFINED,0,6,2,2017
AFR,YR,NH,Central African Republic,2017-02-12,NOTDEFINED,0,7,2,2017
AFR,YR,NH,Central African Republic,2017-02-19,NOTDEFINED,0,8,2,2017
AFR,YR,NH,Central African Republic,2017-02-26,NOTDEFINED,0,9,2,2017
AFR,YR,NH,Central African Republic,2017-03-05,NOTDEFINED,2,10,3,2017
AFR,YR,NH,Central African Republic,2017-03-12,NOTDEFINED,1,11,3,2017
AFR,YR,NH,Central African Republic,2017-03-19,NOTDEFINED,0,12,3,2017
AFR,YR,NH,Central African Republic,2017-03-26,NOTDEFINED,0,13,3,2017
AFR,YR,NH,Central African Republic,2017-04-02,NOTDEFINED,0,14,4,2017
AFR,YR,NH,Central African Republic,2017-04-09,NOTDEFINED,4,15,4,2017
AFR,YR,NH,Central African Republic,2017-04-16,NOTDEFINED,0,16,4,2017
AFR,YR,NH,Central African Republic,2017-04-23,NOTDEFINED,0,17,4,2017
AFR,YR,NH,Central African Republic,2017-04-30,NOTDEFINED,1,18,4,2017
AFR,YR,NH,Central African Republic,2017-05-07,NOTDEFINED,0,19,5,2017
AFR,YR,NH,Central African Republic,2017-05-14,NOTDEFINED,2,20,5,2017
AFR,YR,NH,Central African Republic,2017-05-21,NOTDEFINED,3,21,5,2017
AFR,YR,NH,Central African Republic,2017-05-28,NOTDEFINED,4,22,5,2017
AFR,YR,NH,Central African Republic,2017-06-04,NOTDEFINED,1,23,6,2017
AFR,YR,NH,Central African Republic,2017-06-11,NOTDEFINED,14,24,6,2017
AFR,YR,NH,Central African Republic,2017-06-18,NOTDEFINED,25,25,6,2017
AFR,YR,NH,Central African Republic,2017-06-25,NOTDEFINED,11,26,6,2017
AFR,YR,NH,Central African Republic,2017-07-02,NOTDEFINED,11,27,7,2017
AFR,YR,NH,Central African Republic,2017-07-09,NOTDEFINED,11,28,7,2017
AFR,YR,NH,Central African Republic,2017-07-16,NOTDEFINED,24,29,7,2017
AFR,YR,NH,Central African Republic,2017-07-23,NOTDEFINED,23,30,7,2017
AFR,YR,NH,Central African Republic,2017-07-30,NOTDEFINED,4,31,7,2017
AFR,YR,NH,Central African Republic,2017-08-06,NOTDEFINED,26,32,8,2017
AFR,YR,NH,Central African Republic,2017-08-13,NOTDEFINED,11,33,8,2017
AFR,YR,NH,Central African Republic,2017-08-20,NOTDEFINED,8,34,8,2017
AFR,YR,NH,Central African Republic,2017-08-27,NOTDEFINED,0,35,8,2017
AFR,YR,NH,Central African Republic,2017-09-03,NOTDEFINED,1,36,9,2017
AFR,YR,NH,Central African Republic,2017-09-10,NOTDEFINED,0,37,9,2017
AFR,YR,NH,Central African Republic,2017-09-17,NOTDEFINED,0,38,9,2017
AFR,YR,NH,Central African Republic,2017-09-24,NOTDEFINED,1,39,9,2017
AFR,YR,NH,Central African Republic,2017-10-01,NOTDEFINED,0,40,10,2017
AFR,YR,NH,Central African Republic,2017-10-08,NOTDEFINED,0,41,10,2017
AFR,YR,NH,Central African Republic,2017-10-15,NOTDEFINED,0,42,10,2017
AFR,YR,NH,Central African Republic,2017-10-22,NOTDEFINED,1,43,10,2017
AFR,YR,NH,Central African Republic,2017-10-29,NOTDEFINED,1,44,10,2017
AFR,YR,NH,Central African Republic,2017-11-05,NOTDEFINED,0,45,11,2017
AFR,YR,NH,Central African Republic,2017-11-12,NOTDEFINED,1,46,11,2017
AFR,YR,NH,Central African Republic,2017-11-19,NOTDEFINED,5,47,11,2017
AFR,YR,NH,Central African Republic,2017-11-26,NOTDEFINED,0,48,11,2017
AFR,YR,NH,Central African Republic,2017-12-03,NOTDEFINED,0,49,12,2017
AFR,YR,NH,Central African Republic,2017-12-10,NOTDEFINED,1,50,12,2017
AFR,YR,NH,Central African Republic,2017-12-17,NOTDEFINED,0,51,12,2017
AFR,YR,NH,Central African Republic,2017-12-31,NOTDEFINED,0,53,12,2017
AFR,YR,NH,Central African Republic,2018-01-07,NOTDEFINED,0,1,1,2018
AFR,YR,NH,Central African Republic,2018-01-14,NOTDEFINED,0,2,1,2018
AFR,YR,NH,Central African Republic,2018-01-21,NOTDEFINED,0,3,1,2018
AFR,YR,NH,Central African Republic,2018-01-28,NOTDEFINED,0,4,1,2018
AFR,YR,NH,Central African Republic,2018-02-04,NOTDEFINED,0,5,2,2018
AFR,YR,NH,Central African Republic,2018-02-11,NOTDEFINED,0,6,2,2018
AFR,YR,NH,Central African Republic,2018-02-18,NOTDEFINED,0,7,2,2018
AFR,YR,NH,Central African Republic,2018-02-25,NOTDEFINED,0,8,2,2018
AFR,YR,NH,Central African Republic,2018-03-04,NOTDEFINED,0,9,3,2018
AFR,YR,NH,Central African Republic,2018-03-11,NOTDEFINED,2,10,3,2018
AFR,YR,NH,Central African Republic,2018-03-18,NOTDEFINED,0,11,3,2018
AFR,YR,NH,Central African Republic,2018-03-25,NOTDEFINED,0,12,3,2018
AFR,YR,NH,Central African Republic,2018-04-01,NOTDEFINED,0,13,4,2018
AFR,YR,NH,Central African Republic,2018-04-08,NOTDEFINED,1,14,4,2018
AFR,YR,NH,Central African Republic,2018-04-15,NOTDEFINED,0,15,4,2018
AFR,YR,NH,Central African Republic,2018-04-22,NOTDEFINED,0,16,4,2018
AFR,YR,NH,Central African Republic,2018-04-29,NOTDEFINED,0,17,4,2018
AFR,YR,NH,Central African Republic,2018-05-06,NOTDEFINED,0,18,5,2018
AFR,YR,NH,Central African Republic,2018-05-13,NOTDEFINED,3,19,5,2018
AFR,YR,NH,Central African Republic,2018-05-20,NOTDEFINED,0,20,5,2018
AFR,YR,NH,Central African Republic,2018-05-27,NOTDEFINED,0,21,5,2018
AFR,YR,NH,Central African Republic,2018-06-03,NOTDEFINED,0,22,6,2018
AFR,YR,NH,Central African Republic,2018-06-10,NOTDEFINED,0,23,6,2018
AFR,YR,NH,Central African Republic,2018-06-17,NOTDEFINED,0,24,6,2018
AFR,YR,NH,Central African Republic,2018-06-24,NOTDEFINED,1,25,6,2018
AFR,YR,NH,Central African Republic,2018-07-01,NOTDEFINED,0,26,7,2018
AFR,YR,NH,Central African Republic,2018-07-08,NOTDEFINED,0,27,7,2018
AFR,YR,NH,Central African Republic,2018-07-15,NOTDEFINED,0,28,7,2018
AFR,YR,NH,Central African Republic,2018-07-22,NOTDEFINED,0,29,7,2018
AFR,YR,NH,Central African Republic,2018-07-29,NOTDEFINED,0,30,7,2018
AFR,YR,NH,Central African Republic,2018-08-05,NOTDEFINED,0,31,8,2018
AFR,YR,NH,Central African Republic,2018-08-12,NOTDEFINED,1,32,8,2018
AFR,YR,NH,Central African Republic,2018-08-19,NOTDEFINED,0,33,8,2018
AFR,YR,NH,Central African Republic,2018-08-26,NOTDEFINED,0,34,8,2018
AFR,YR,NH,Central African Republic,2018-09-02,NOTDEFINED,0,35,9,2018
AFR,YR,NH,Central African Republic,2018-09-09,NOTDEFINED,0,36,9,2018
AFR,YR,NH,Central African Republic,2018-09-16,NOTDEFINED,2,37,9,2018
AFR,YR,NH,Central African Republic,2018-09-23,NOTDEFINED,0,38,9,2018
AFR,YR,NH,Central African Republic,2018-09-30,NOTDEFINED,3,39,9,2018
AFR,YR,NH,Central African Republic,2018-10-07,NOTDEFINED,3,40,10,2018
AFR,YR,NH,Central African Republic,2018-10-14,NOTDEFINED,1,41,10,2018
AFR,YR,NH,Central African Republic,2018-10-21,NOTDEFINED,13,42,10,2018
AFR,YR,NH,Central African Republic,2018-10-28,NOTDEFINED,6,43,10,2018
AFR,YR,NH,Central African Republic,2018-11-04,NOTDEFINED,9,44,11,2018
AFR,YR,NH,Central African Republic,2018-11-11,NOTDEFINED,18,45,11,2018
AFR,YR,NH,Central African Republic,2018-11-18,NOTDEFINED,11,46,11,2018
AFR,YR,NH,Central African Republic,2018-11-25,NOTDEFINED,9,47,11,2018
AFR,YR,NH,Central African Republic,2018-12-02,NOTDEFINED,7,48,12,2018
AFR,YR,NH,Central African Republic,2018-12-09,NOTDEFINED,16,49,12,2018
AFR,YR,NH,Central African Republic,2018-12-16,NOTDEFINED,2,50,12,2018
AFR,YR,NH,Central African Republic,2018-12-23,NOTDEFINED,4,51,12,2018
AFR,YR,NH,Central African Republic,2018-12-30,NOTDEFINED,2,52,12,2018
AFR,YR,NH,Central African Republic,2019-01-06,NOTDEFINED,0,1,1,2019
AFR,YR,NH,Central African Republic,2019-01-13,NOTDEFINED,2,2,1,2019
AFR,YR,NH,Central African Republic,2019-01-20,NOTDEFINED,1,3,1,2019
AFR,YR,NH,Central African Republic,2019-01-27,NOTDEFINED,1,4,1,2019
AFR,YR,NH,Central African Republic,2019-02-03,NOTDEFINED,1,5,2,2019
AFR,YR,NH,Central African Republic,2019-02-10,NOTDEFINED,1,6,2,2019
AFR,YR,NH,Central African Republic,2019-02-17,NOTDEFINED,0,7,2,2019
AFR,YR,NH,Central African Republic,2019-02-24,NOTDEFINED,0,8,2,2019
AFR,YR,NH,Central African Republic,2019-03-03,NOTDEFINED,0,9,3,2019
AFR,YR,NH,Central African Republic,2019-03-10,NOTDEFINED,0,10,3,2019
AFR,YR,NH,Central African Republic,2019-03-17,NOTDEFINED,0,11,3,2019
AFR,YR,NH,Central African Republic,2019-03-24,NOTDEFINED,0,12,3,2019
AFR,YR,NH,Central African Republic,2019-03-31,NOTDEFINED,0,13,3,2019
AFR,YR,NH,Central African Republic,2019-04-07,NOTDEFINED,0,14,4,2019
AFR,YR,NH,Central African Republic,2019-04-14,NOTDEFINED,0,15,4,2019
AFR,YR,NH,Central African Republic,2019-04-21,NOTDEFINED,0,16,4,2019
AFR,YR,NH,Central African Republic,2019-04-28,NOTDEFINED,0,17,4,2019
AFR,YR,NH,Central African Republic,2019-05-05,NOTDEFINED,0,18,5,2019
AFR,YR,NH,Central African Republic,2019-05-12,NOTDEFINED,0,19,5,2019
AFR,YR,NH,Central African Republic,2019-05-19,NOTDEFINED,0,20,5,2019
AFR,YR,NH,Central African Republic,2019-05-26,NOTDEFINED,0,21,5,2019
AFR,YR,NH,Central African Republic,2019-06-02,NOTDEFINED,1,22,6,2019
AFR,YR,NH,Central African Republic,2019-06-09,NOTDEFINED,0,23,6,2019
AFR,YR,NH,Central African Republic,2019-06-16,NOTDEFINED,2,24,6,2019
AFR,YR,NH,Central African Republic,2019-06-23,NOTDEFINED,0,25,6,2019
AFR,YR,NH,Central African Republic,2019-06-30,NOTDEFINED,1,26,6,2019
AFR,YR,NH,Central African Republic,2019-07-07,NOTDEFINED,4,27,7,2019
AFR,YR,NH,Central African Republic,2019-07-14,NOTDEFINED,2,28,7,2019
AFR,YR,NH,Central African Republic,2019-07-21,NOTDEFINED,0,29,7,2019
AFR,YR,NH,Central African Republic,2019-07-28,NOTDEFINED,2,30,7,2019
AFR,YR,NH,Central African Republic,2019-08-04,NOTDEFINED,5,31,8,2019
AFR,YR,NH,Central African Republic,2019-08-11,NOTDEFINED,5,32,8,2019
AFR,YR,NH,Central African Republic,2019-08-18,NOTDEFINED,5,33,8,2019
AFR,YR,NH,Central African Republic,2019-08-25,NOTDEFINED,1,34,8,2019
AFR,YR,NH,Central African Republic,2019-09-01,NOTDEFINED,0,35,9,2019
AFR,YR,NH,Central African Republic,2019-09-08,NOTDEFINED,0,36,9,2019
AFR,YR,NH,Central African Republic,2019-09-15,NOTDEFINED,0,37,9,2019
AFR,YR,NH,Central African Republic,2019-09-22,NOTDEFINED,0,38,9,2019
AFR,YR,NH,Central African Republic,2019-09-29,NOTDEFINED,0,39,9,2019
AFR,YR,NH,Central African Republic,2019-10-06,NOTDEFINED,0,40,10,2019
AFR,YR,NH,Central African Republic,2019-10-13,NOTDEFINED,0,41,10,2019
AFR,YR,NH,Central African Republic,2019-10-20,NOTDEFINED,0,42,10,2019
AFR,YR,NH,Central African Republic,2019-10-27,NOTDEFINED,0,43,10,2019
AFR,YR,NH,Central African Republic,2019-11-03,NOTDEFINED,0,44,11,2019
AFR,YR,NH,Central African Republic,2019-11-10,NOTDEFINED,0,45,11,2019
AFR,YR,NH,Central African Republic,2019-11-17,NOTDEFINED,0,46,11,2019
AFR,YR,NH,Central African Republic,2019-12-29,NOTDEFINED,0,52,12,2019
AFR,YR,NH,Central African Republic,2020-01-05,NOTDEFINED,0,1,1,2020
