region,fluseas,hemi,country,date,sentin,cases,wk,mon,yr
EUR,NH,NH,Denmark,2021-05-09,NONSENTINEL,0,19,5,2021
EUR,NH,NH,Denmark,2021-05-09,SENTINEL,0,19,5,2021
EUR,NH,NH,Denmark,2021-05-16,NONSENTINEL,2,20,5,2021
EUR,NH,NH,Denmark,2021-05-16,SENTINEL,0,20,5,2021
EUR,NH,NH,Denmark,2021-05-23,NONSENTINEL,6,21,5,2021
EUR,NH,NH,Denmark,2021-05-23,SENTINEL,0,21,5,2021
EUR,NH,NH,Denmark,2021-05-30,NONSENTINEL,14,22,5,2021
EUR,NH,NH,Denmark,2021-05-30,SENTINEL,0,22,5,2021
EUR,NH,NH,Denmark,2021-06-06,SENTINEL,0,23,6,2021
EUR,NH,NH,Denmark,2021-06-06,NONSENTINEL,9,23,6,2021
EUR,NH,NH,Denmark,2021-06-13,SENTINEL,0,24,6,2021
EUR,NH,NH,Denmark,2021-06-13,NONSENTINEL,19,24,6,2021
EUR,NH,NH,Denmark,2021-06-20,SENTINEL,0,25,6,2021
EUR,NH,NH,Denmark,2021-06-20,NONSENTINEL,19,25,6,2021
EUR,NH,NH,Denmark,2021-06-27,NONSENTINEL,51,26,6,2021
EUR,NH,NH,Denmark,2021-06-27,SENTINEL,0,26,6,2021
EUR,NH,NH,Denmark,2021-07-04,NONSENTINEL,72,27,7,2021
EUR,NH,NH,Denmark,2021-07-04,SENTINEL,0,27,7,2021
EUR,NH,NH,Denmark,2021-07-11,SENTINEL,0,28,7,2021
EUR,NH,NH,Denmark,2021-07-11,NONSENTINEL,148,28,7,2021
EUR,NH,NH,Denmark,2021-07-18,NONSENTINEL,135,29,7,2021
EUR,NH,NH,Denmark,2021-07-18,SENTINEL,0,29,7,2021
EUR,NH,NH,Denmark,2021-07-25,SENTINEL,0,30,7,2021
EUR,NH,NH,Denmark,2021-07-25,NONSENTINEL,127,30,7,2021
EUR,NH,NH,Denmark,2021-08-01,NONSENTINEL,128,31,8,2021
EUR,NH,NH,Denmark,2021-08-01,SENTINEL,0,31,8,2021
EUR,NH,NH,Denmark,2021-08-08,NONSENTINEL,151,32,8,2021
EUR,NH,NH,Denmark,2021-08-08,SENTINEL,0,32,8,2021
EUR,NH,NH,Denmark,2021-08-15,SENTINEL,0,33,8,2021
EUR,NH,NH,Denmark,2021-08-15,NONSENTINEL,343,33,8,2021
EUR,NH,NH,Denmark,2021-08-22,NONSENTINEL,510,34,8,2021
EUR,NH,NH,Denmark,2021-08-22,SENTINEL,0,34,8,2021
EUR,NH,NH,Denmark,2021-08-29,SENTINEL,0,35,8,2021
EUR,NH,NH,Denmark,2021-08-29,NONSENTINEL,738,35,8,2021
EUR,NH,NH,Denmark,2021-09-05,NONSENTINEL,1321,36,9,2021
EUR,NH,NH,Denmark,2021-09-05,SENTINEL,0,36,9,2021
EUR,NH,NH,Denmark,2021-09-12,NONSENTINEL,1170,37,9,2021
EUR,NH,NH,Denmark,2021-09-12,SENTINEL,0,37,9,2021
EUR,NH,NH,Denmark,2021-09-19,SENTINEL,0,38,9,2021
EUR,NH,NH,Denmark,2021-09-19,NONSENTINEL,1029,38,9,2021
EUR,NH,NH,Denmark,2021-09-26,NONSENTINEL,993,39,9,2021
EUR,NH,NH,Denmark,2021-09-26,SENTINEL,0,39,9,2021
EUR,NH,NH,Denmark,2021-10-03,NONSENTINEL,900,40,10,2021
EUR,NH,NH,Denmark,2021-10-03,SENTINEL,0,40,10,2021
EUR,NH,NH,Denmark,2021-10-10,NONSENTINEL,661,41,10,2021
EUR,NH,NH,Denmark,2021-10-10,SENTINEL,3,41,10,2021
EUR,NH,NH,Denmark,2021-10-17,NONSENTINEL,436,42,10,2021
EUR,NH,NH,Denmark,2021-10-17,SENTINEL,1,42,10,2021
EUR,NH,NH,Denmark,2021-10-24,SENTINEL,3,43,10,2021
EUR,NH,NH,Denmark,2021-10-24,NONSENTINEL,352,43,10,2021
EUR,NH,NH,Denmark,2021-10-31,SENTINEL,0,44,10,2021
EUR,NH,NH,Denmark,2021-10-31,NONSENTINEL,289,44,10,2021
EUR,NH,NH,Denmark,2021-11-07,SENTINEL,4,45,11,2021
EUR,NH,NH,Denmark,2021-11-07,NONSENTINEL,250,45,11,2021
EUR,NH,NH,Denmark,2021-11-14,NONSENTINEL,186,46,11,2021
EUR,NH,NH,Denmark,2021-11-14,SENTINEL,6,46,11,2021
EUR,NH,NH,Denmark,2021-11-21,NONSENTINEL,160,47,11,2021
EUR,NH,NH,Denmark,2021-11-21,SENTINEL,8,47,11,2021
EUR,NH,NH,Denmark,2021-11-28,SENTINEL,2,48,11,2021
EUR,NH,NH,Denmark,2021-11-28,NONSENTINEL,132,48,11,2021
EUR,NH,NH,Denmark,2021-12-05,SENTINEL,9,49,12,2021
EUR,NH,NH,Denmark,2021-12-05,NONSENTINEL,117,49,12,2021
EUR,NH,NH,Denmark,2021-12-12,NONSENTINEL,95,50,12,2021
EUR,NH,NH,Denmark,2021-12-12,SENTINEL,2,50,12,2021
EUR,NH,NH,Denmark,2021-12-19,NONSENTINEL,80,51,12,2021
EUR,NH,NH,Denmark,2021-12-19,SENTINEL,2,51,12,2021
EUR,NH,NH,Denmark,2021-12-26,SENTINEL,1,52,12,2021
EUR,NH,NH,Denmark,2021-12-26,NONSENTINEL,49,52,12,2021
EUR,NH,NH,Denmark,2022-01-02,SENTINEL,2,1,1,2022
EUR,NH,NH,Denmark,2022-01-02,NONSENTINEL,44,1,1,2022
EUR,NH,NH,Denmark,2022-01-09,SENTINEL,0,2,1,2022
EUR,NH,NH,Denmark,2022-01-09,NONSENTINEL,25,2,1,2022
EUR,NH,NH,Denmark,2022-01-16,NONSENTINEL,21,3,1,2022
EUR,NH,NH,Denmark,2022-01-16,SENTINEL,1,3,1,2022
EUR,NH,NH,Denmark,2022-01-23,NONSENTINEL,11,4,1,2022
EUR,NH,NH,Denmark,2022-01-23,SENTINEL,1,4,1,2022
EUR,NH,NH,Denmark,2022-01-30,NONSENTINEL,7,5,1,2022
EUR,NH,NH,Denmark,2022-01-30,SENTINEL,1,5,1,2022
EUR,NH,NH,Denmark,2022-02-06,NONSENTINEL,7,6,2,2022
EUR,NH,NH,Denmark,2022-02-06,SENTINEL,1,6,2,2022
EUR,NH,NH,Denmark,2022-02-13,SENTINEL,3,7,2,2022
EUR,NH,NH,Denmark,2022-02-13,NONSENTINEL,12,7,2,2022
EUR,NH,NH,Denmark,2022-02-20,NONSENTINEL,2,8,2,2022
EUR,NH,NH,Denmark,2022-02-20,SENTINEL,1,8,2,2022
EUR,NH,NH,Denmark,2022-02-27,NONSENTINEL,11,9,2,2022
EUR,NH,NH,Denmark,2022-02-27,SENTINEL,0,9,2,2022
EUR,NH,NH,Denmark,2022-03-06,NONSENTINEL,16,10,3,2022
EUR,NH,NH,Denmark,2022-03-06,SENTINEL,7,10,3,2022
EUR,NH,NH,Denmark,2022-03-13,SENTINEL,0,11,3,2022
EUR,NH,NH,Denmark,2022-03-13,NONSENTINEL,10,11,3,2022
EUR,NH,NH,Denmark,2022-03-20,SENTINEL,0,12,3,2022
EUR,NH,NH,Denmark,2022-03-20,NONSENTINEL,4,12,3,2022
EUR,NH,NH,Denmark,2022-03-27,NONSENTINEL,5,13,3,2022
EUR,NH,NH,Denmark,2022-03-27,SENTINEL,0,13,3,2022
EUR,NH,NH,Denmark,2022-04-03,NONSENTINEL,10,14,4,2022
EUR,NH,NH,Denmark,2022-04-03,SENTINEL,1,14,4,2022
EUR,NH,NH,Denmark,2022-04-10,NONSENTINEL,10,15,4,2022
EUR,NH,NH,Denmark,2022-04-10,SENTINEL,0,15,4,2022
EUR,NH,NH,Denmark,2022-04-17,SENTINEL,0,16,4,2022
EUR,NH,NH,Denmark,2022-04-17,NONSENTINEL,14,16,4,2022
EUR,NH,NH,Denmark,2022-04-24,SENTINEL,0,17,4,2022
EUR,NH,NH,Denmark,2022-04-24,NONSENTINEL,9,17,4,2022
EUR,NH,NH,Denmark,2022-05-01,NONSENTINEL,8,18,5,2022
EUR,NH,NH,Denmark,2022-05-01,SENTINEL,1,18,5,2022
EUR,NH,NH,Denmark,2022-05-08,SENTINEL,0,19,5,2022
EUR,NH,NH,Denmark,2022-05-08,NONSENTINEL,11,19,5,2022
EUR,NH,NH,Denmark,2022-05-15,NONSENTINEL,14,20,5,2022
EUR,NH,NH,Denmark,2022-05-15,SENTINEL,3,20,5,2022
EUR,NH,NH,Denmark,2022-05-22,SENTINEL,1,21,5,2022
EUR,NH,NH,Denmark,2022-05-22,NONSENTINEL,10,21,5,2022
EUR,NH,NH,Denmark,2022-05-29,SENTINEL,1,22,5,2022
EUR,NH,NH,Denmark,2022-05-29,NONSENTINEL,12,22,5,2022
EUR,NH,NH,Denmark,2022-06-05,NONSENTINEL,27,23,6,2022
EUR,NH,NH,Denmark,2022-06-05,SENTINEL,1,23,6,2022
EUR,NH,NH,Denmark,2022-06-12,NONSENTINEL,26,24,6,2022
EUR,NH,NH,Denmark,2022-06-12,SENTINEL,3,24,6,2022
EUR,NH,NH,Denmark,2022-06-19,NONSENTINEL,23,25,6,2022
EUR,NH,NH,Denmark,2022-06-19,SENTINEL,3,25,6,2022
EUR,NH,NH,Denmark,2022-06-26,SENTINEL,1,26,6,2022
EUR,NH,NH,Denmark,2022-06-26,NONSENTINEL,40,26,6,2022
EUR,NH,NH,Denmark,2022-07-03,SENTINEL,3,27,7,2022
EUR,NH,NH,Denmark,2022-07-03,NONSENTINEL,38,27,7,2022
EUR,NH,NH,Denmark,2022-07-10,SENTINEL,4,28,7,2022
EUR,NH,NH,Denmark,2022-07-10,NONSENTINEL,38,28,7,2022
EUR,NH,NH,Denmark,2022-07-17,SENTINEL,0,29,7,2022
EUR,NH,NH,Denmark,2022-07-17,NONSENTINEL,32,29,7,2022
EUR,NH,NH,Denmark,2022-07-24,NONSENTINEL,31,30,7,2022
EUR,NH,NH,Denmark,2022-07-24,SENTINEL,4,30,7,2022
EUR,NH,NH,Denmark,2022-07-31,NONSENTINEL,33,31,7,2022
EUR,NH,NH,Denmark,2022-07-31,SENTINEL,1,31,7,2022
EUR,NH,NH,Denmark,2022-08-07,SENTINEL,2,32,8,2022
EUR,NH,NH,Denmark,2022-08-07,NONSENTINEL,64,32,8,2022
EUR,NH,NH,Denmark,2022-08-14,SENTINEL,4,33,8,2022
EUR,NH,NH,Denmark,2022-08-14,NONSENTINEL,69,33,8,2022
EUR,NH,NH,Denmark,2022-08-21,SENTINEL,1,34,8,2022
EUR,NH,NH,Denmark,2022-08-21,NONSENTINEL,73,34,8,2022
EUR,NH,NH,Denmark,2022-08-28,NONSENTINEL,86,35,8,2022
EUR,NH,NH,Denmark,2022-08-28,SENTINEL,2,35,8,2022
EUR,NH,NH,Denmark,2022-09-04,SENTINEL,5,36,9,2022
EUR,NH,NH,Denmark,2022-09-04,NONSENTINEL,128,36,9,2022
EUR,NH,NH,Denmark,2022-09-11,SENTINEL,5,37,9,2022
EUR,NH,NH,Denmark,2022-09-11,NONSENTINEL,148,37,9,2022
EUR,NH,NH,Denmark,2022-09-18,NONSENTINEL,262,38,9,2022
EUR,NH,NH,Denmark,2022-09-18,SENTINEL,5,38,9,2022
EUR,NH,NH,Denmark,2022-09-25,NONSENTINEL,353,39,9,2022
EUR,NH,NH,Denmark,2022-09-25,SENTINEL,13,39,9,2022
EUR,NH,NH,Denmark,2022-10-02,NONSENTINEL,476,40,10,2022
EUR,NH,NH,Denmark,2022-10-02,SENTINEL,9,40,10,2022
EUR,NH,NH,Denmark,2022-10-09,SENTINEL,24,41,10,2022
EUR,NH,NH,Denmark,2022-10-09,NONSENTINEL,681,41,10,2022
EUR,NH,NH,Denmark,2022-10-16,SENTINEL,22,42,10,2022
EUR,NH,NH,Denmark,2022-10-16,NONSENTINEL,732,42,10,2022
EUR,NH,NH,Denmark,2022-10-23,SENTINEL,34,43,10,2022
EUR,NH,NH,Denmark,2022-10-23,NONSENTINEL,740,43,10,2022
EUR,NH,NH,Denmark,2022-10-30,SENTINEL,30,44,10,2022
EUR,NH,NH,Denmark,2022-10-30,NONSENTINEL,864,44,10,2022
EUR,NH,NH,Denmark,2022-11-06,NONSENTINEL,942,45,11,2022
EUR,NH,NH,Denmark,2022-11-06,SENTINEL,41,45,11,2022
EUR,NH,NH,Denmark,2022-11-13,SENTINEL,43,46,11,2022
EUR,NH,NH,Denmark,2022-11-13,NONSENTINEL,904,46,11,2022
EUR,NH,NH,Denmark,2022-11-20,SENTINEL,35,47,11,2022
EUR,NH,NH,Denmark,2022-11-20,NONSENTINEL,752,47,11,2022
EUR,NH,NH,Denmark,2022-11-27,SENTINEL,28,48,11,2022
EUR,NH,NH,Denmark,2022-11-27,NONSENTINEL,616,48,11,2022
EUR,NH,NH,Denmark,2022-12-04,SENTINEL,23,49,12,2022
EUR,NH,NH,Denmark,2022-12-04,NONSENTINEL,532,49,12,2022
EUR,NH,NH,Estonia,2012-09-30,NOTDEFINED,2,40,9,2012
EUR,NH,NH,Estonia,2012-10-07,NOTDEFINED,1,41,10,2012
EUR,NH,NH,Estonia,2012-10-14,NOTDEFINED,0,42,10,2012
EUR,NH,NH,Estonia,2012-10-21,NOTDEFINED,0,43,10,2012
EUR,NH,NH,Estonia,2012-10-28,NOTDEFINED,0,44,10,2012
EUR,NH,NH,Estonia,2012-11-04,NOTDEFINED,1,45,11,2012
EUR,NH,NH,Estonia,2012-11-11,NOTDEFINED,0,46,11,2012
EUR,NH,NH,Estonia,2012-11-18,NOTDEFINED,0,47,11,2012
EUR,NH,NH,Estonia,2012-11-25,NOTDEFINED,4,48,11,2012
EUR,NH,NH,Estonia,2012-12-02,NOTDEFINED,4,49,12,2012
EUR,NH,NH,Estonia,2012-12-09,NOTDEFINED,1,50,12,2012
EUR,NH,NH,Estonia,2012-12-16,NOTDEFINED,2,51,12,2012
EUR,NH,NH,Estonia,2012-12-23,NOTDEFINED,4,52,12,2012
EUR,NH,NH,Estonia,2013-01-06,NOTDEFINED,10,1,1,2013
EUR,NH,NH,Estonia,2013-01-13,NOTDEFINED,12,2,1,2013
EUR,NH,NH,Estonia,2013-01-20,NOTDEFINED,10,3,1,2013
EUR,NH,NH,Estonia,2013-01-27,NOTDEFINED,24,4,1,2013
EUR,NH,NH,Estonia,2013-02-03,NOTDEFINED,14,5,2,2013
EUR,NH,NH,Estonia,2013-02-10,NOTDEFINED,17,6,2,2013
EUR,NH,NH,Estonia,2013-02-17,NOTDEFINED,34,7,2,2013
EUR,NH,NH,Estonia,2013-02-24,NOTDEFINED,17,8,2,2013
EUR,NH,NH,Estonia,2013-03-03,NOTDEFINED,31,9,3,2013
EUR,NH,NH,Estonia,2013-03-10,NOTDEFINED,21,10,3,2013
EUR,NH,NH,Estonia,2013-03-17,NOTDEFINED,17,11,3,2013
EUR,NH,NH,Estonia,2013-03-24,NOTDEFINED,17,12,3,2013
EUR,NH,NH,Estonia,2013-03-31,NOTDEFINED,22,13,3,2013
EUR,NH,NH,Estonia,2013-04-07,NOTDEFINED,22,14,4,2013
EUR,NH,NH,Estonia,2013-04-14,NOTDEFINED,18,15,4,2013
EUR,NH,NH,Estonia,2013-04-21,NOTDEFINED,10,16,4,2013
EUR,NH,NH,Estonia,2013-04-28,NOTDEFINED,8,17,4,2013
EUR,NH,NH,Estonia,2013-05-05,NOTDEFINED,5,18,5,2013
EUR,NH,NH,Estonia,2013-05-12,NOTDEFINED,4,19,5,2013
EUR,NH,NH,Estonia,2013-05-26,NOTDEFINED,4,21,5,2013
EUR,NH,NH,Estonia,2013-06-02,NOTDEFINED,1,22,6,2013
EUR,NH,NH,Estonia,2013-06-09,NOTDEFINED,0,23,6,2013
EUR,NH,NH,Estonia,2013-06-16,NOTDEFINED,2,24,6,2013
EUR,NH,NH,Estonia,2013-06-23,NOTDEFINED,2,25,6,2013
EUR,NH,NH,Estonia,2013-06-30,NOTDEFINED,0,26,6,2013
EUR,NH,NH,Estonia,2013-07-07,NOTDEFINED,0,27,7,2013
EUR,NH,NH,Estonia,2013-07-14,NOTDEFINED,0,28,7,2013
EUR,NH,NH,Estonia,2013-07-21,NOTDEFINED,0,29,7,2013
EUR,NH,NH,Estonia,2013-07-28,NOTDEFINED,0,30,7,2013
EUR,NH,NH,Estonia,2013-08-04,NOTDEFINED,0,31,8,2013
EUR,NH,NH,Estonia,2013-08-11,NOTDEFINED,0,32,8,2013
EUR,NH,NH,Estonia,2013-08-18,NOTDEFINED,0,33,8,2013
EUR,NH,NH,Estonia,2013-08-25,NOTDEFINED,0,34,8,2013
EUR,NH,NH,Estonia,2013-09-01,NOTDEFINED,0,35,9,2013
EUR,NH,NH,Estonia,2013-09-08,NOTDEFINED,0,36,9,2013
EUR,NH,NH,Estonia,2013-09-15,NOTDEFINED,1,37,9,2013
EUR,NH,NH,Estonia,2013-09-22,NOTDEFINED,0,38,9,2013
EUR,NH,NH,Estonia,2013-09-29,SENTINEL,0,39,9,2013
EUR,NH,NH,Estonia,2013-09-29,NONSENTINEL,0,39,9,2013
EUR,NH,NH,Estonia,2013-10-06,NONSENTINEL,0,40,10,2013
EUR,NH,NH,Estonia,2013-10-06,SENTINEL,0,40,10,2013
EUR,NH,NH,Estonia,2013-10-13,NONSENTINEL,0,41,10,2013
EUR,NH,NH,Estonia,2013-10-13,SENTINEL,0,41,10,2013
EUR,NH,NH,Estonia,2013-10-20,NONSENTINEL,0,42,10,2013
EUR,NH,NH,Estonia,2013-10-20,SENTINEL,0,42,10,2013
EUR,NH,NH,Estonia,2013-10-27,SENTINEL,0,43,10,2013
EUR,NH,NH,Estonia,2013-10-27,NONSENTINEL,0,43,10,2013
EUR,NH,NH,Estonia,2013-11-03,SENTINEL,0,44,11,2013
EUR,NH,NH,Estonia,2013-11-03,NONSENTINEL,0,44,11,2013
EUR,NH,NH,Estonia,2013-11-10,SENTINEL,1,45,11,2013
EUR,NH,NH,Estonia,2013-11-10,NONSENTINEL,0,45,11,2013
EUR,NH,NH,Estonia,2013-11-17,NONSENTINEL,0,46,11,2013
EUR,NH,NH,Estonia,2013-11-17,SENTINEL,0,46,11,2013
EUR,NH,NH,Estonia,2013-11-24,NONSENTINEL,0,47,11,2013
EUR,NH,NH,Estonia,2013-11-24,SENTINEL,0,47,11,2013
EUR,NH,NH,Estonia,2013-12-01,NONSENTINEL,1,48,12,2013
EUR,NH,NH,Estonia,2013-12-01,SENTINEL,0,48,12,2013
EUR,NH,NH,Estonia,2013-12-08,NONSENTINEL,0,49,12,2013
EUR,NH,NH,Estonia,2013-12-08,SENTINEL,0,49,12,2013
EUR,NH,NH,Estonia,2013-12-15,SENTINEL,0,50,12,2013
EUR,NH,NH,Estonia,2013-12-15,NONSENTINEL,0,50,12,2013
EUR,NH,NH,Estonia,2013-12-22,SENTINEL,0,51,12,2013
EUR,NH,NH,Estonia,2013-12-22,NONSENTINEL,1,51,12,2013
EUR,NH,NH,Estonia,2013-12-29,NONSENTINEL,0,52,12,2013
EUR,NH,NH,Estonia,2013-12-29,SENTINEL,0,52,12,2013
EUR,NH,NH,Estonia,2014-01-05,SENTINEL,0,1,1,2014
EUR,NH,NH,Estonia,2014-01-05,NONSENTINEL,2,1,1,2014
EUR,NH,NH,Estonia,2014-01-12,NONSENTINEL,1,2,1,2014
EUR,NH,NH,Estonia,2014-01-12,SENTINEL,0,2,1,2014
EUR,NH,NH,Estonia,2014-01-19,SENTINEL,0,3,1,2014
EUR,NH,NH,Estonia,2014-01-19,NONSENTINEL,4,3,1,2014
EUR,NH,NH,Estonia,2014-01-26,SENTINEL,0,4,1,2014
EUR,NH,NH,Estonia,2014-01-26,NONSENTINEL,3,4,1,2014
EUR,NH,NH,Estonia,2014-02-02,SENTINEL,0,5,2,2014
EUR,NH,NH,Estonia,2014-02-02,NONSENTINEL,3,5,2,2014
EUR,NH,NH,Estonia,2014-02-09,SENTINEL,0,6,2,2014
EUR,NH,NH,Estonia,2014-02-09,NONSENTINEL,9,6,2,2014
EUR,NH,NH,Estonia,2014-02-16,SENTINEL,1,7,2,2014
EUR,NH,NH,Estonia,2014-02-16,NONSENTINEL,5,7,2,2014
EUR,NH,NH,Estonia,2014-02-23,NONSENTINEL,12,8,2,2014
EUR,NH,NH,Estonia,2014-02-23,SENTINEL,0,8,2,2014
EUR,NH,NH,Estonia,2014-03-02,SENTINEL,3,9,3,2014
EUR,NH,NH,Estonia,2014-03-02,NONSENTINEL,9,9,3,2014
EUR,NH,NH,Estonia,2014-03-09,SENTINEL,2,10,3,2014
EUR,NH,NH,Estonia,2014-03-09,NONSENTINEL,12,10,3,2014
EUR,NH,NH,Estonia,2014-03-16,SENTINEL,0,11,3,2014
EUR,NH,NH,Estonia,2014-03-16,NONSENTINEL,6,11,3,2014
EUR,NH,NH,Estonia,2014-03-23,NONSENTINEL,7,12,3,2014
EUR,NH,NH,Estonia,2014-03-23,SENTINEL,1,12,3,2014
EUR,NH,NH,Estonia,2014-03-30,SENTINEL,0,13,3,2014
EUR,NH,NH,Estonia,2014-03-30,NONSENTINEL,12,13,3,2014
EUR,NH,NH,Estonia,2014-04-06,SENTINEL,0,14,4,2014
EUR,NH,NH,Estonia,2014-04-06,NONSENTINEL,16,14,4,2014
EUR,NH,NH,Estonia,2014-04-13,NONSENTINEL,18,15,4,2014
EUR,NH,NH,Estonia,2014-04-13,SENTINEL,0,15,4,2014
EUR,NH,NH,Estonia,2014-04-20,SENTINEL,0,16,4,2014
EUR,NH,NH,Estonia,2014-04-20,NONSENTINEL,24,16,4,2014
EUR,NH,NH,Estonia,2014-04-27,NONSENTINEL,11,17,4,2014
EUR,NH,NH,Estonia,2014-04-27,SENTINEL,0,17,4,2014
EUR,NH,NH,Estonia,2014-05-04,SENTINEL,0,18,5,2014
EUR,NH,NH,Estonia,2014-05-04,NONSENTINEL,0,18,5,2014
EUR,NH,NH,Estonia,2014-05-11,SENTINEL,0,19,5,2014
EUR,NH,NH,Estonia,2014-05-11,NONSENTINEL,7,19,5,2014
EUR,NH,NH,Estonia,2014-05-18,NONSENTINEL,7,20,5,2014
EUR,NH,NH,Estonia,2014-05-18,SENTINEL,0,20,5,2014
EUR,NH,NH,Estonia,2014-05-25,SENTINEL,0,21,5,2014
EUR,NH,NH,Estonia,2014-05-25,NONSENTINEL,3,21,5,2014
EUR,NH,NH,Estonia,2014-06-01,NONSENTINEL,1,22,6,2014
EUR,NH,NH,Estonia,2014-06-01,SENTINEL,0,22,6,2014
EUR,NH,NH,Estonia,2014-06-08,SENTINEL,0,23,6,2014
EUR,NH,NH,Estonia,2014-06-08,NONSENTINEL,0,23,6,2014
EUR,NH,NH,Estonia,2014-06-15,SENTINEL,0,24,6,2014
EUR,NH,NH,Estonia,2014-06-15,NONSENTINEL,1,24,6,2014
EUR,NH,NH,Estonia,2014-06-22,NONSENTINEL,1,25,6,2014
EUR,NH,NH,Estonia,2014-06-22,SENTINEL,0,25,6,2014
EUR,NH,NH,Estonia,2014-06-29,SENTINEL,0,26,6,2014
EUR,NH,NH,Estonia,2014-06-29,NONSENTINEL,0,26,6,2014
EUR,NH,NH,Estonia,2014-07-06,NONSENTINEL,0,27,7,2014
EUR,NH,NH,Estonia,2014-07-06,SENTINEL,0,27,7,2014
EUR,NH,NH,Estonia,2014-07-13,NONSENTINEL,0,28,7,2014
EUR,NH,NH,Estonia,2014-07-13,SENTINEL,0,28,7,2014
EUR,NH,NH,Estonia,2014-07-20,SENTINEL,0,29,7,2014
EUR,NH,NH,Estonia,2014-07-20,NONSENTINEL,0,29,7,2014
EUR,NH,NH,Estonia,2014-07-27,NONSENTINEL,0,30,7,2014
EUR,NH,NH,Estonia,2014-07-27,SENTINEL,0,30,7,2014
EUR,NH,NH,Estonia,2014-08-03,SENTINEL,0,31,8,2014
EUR,NH,NH,Estonia,2014-08-03,NONSENTINEL,0,31,8,2014
EUR,NH,NH,Estonia,2014-08-10,NONSENTINEL,0,32,8,2014
EUR,NH,NH,Estonia,2014-08-10,SENTINEL,0,32,8,2014
EUR,NH,NH,Estonia,2014-08-31,SENTINEL,0,35,8,2014
EUR,NH,NH,Estonia,2014-08-31,NONSENTINEL,0,35,8,2014
EUR,NH,NH,Estonia,2014-09-07,SENTINEL,0,36,9,2014
EUR,NH,NH,Estonia,2014-09-07,NONSENTINEL,0,36,9,2014
EUR,NH,NH,Estonia,2014-09-14,NONSENTINEL,0,37,9,2014
EUR,NH,NH,Estonia,2014-09-14,SENTINEL,0,37,9,2014
EUR,NH,NH,Estonia,2014-09-21,SENTINEL,0,38,9,2014
EUR,NH,NH,Estonia,2014-09-21,NONSENTINEL,1,38,9,2014
EUR,NH,NH,Estonia,2014-09-28,SENTINEL,0,39,9,2014
EUR,NH,NH,Estonia,2014-09-28,NONSENTINEL,1,39,9,2014
EUR,NH,NH,Estonia,2014-10-05,SENTINEL,0,40,10,2014
EUR,NH,NH,Estonia,2014-10-05,NONSENTINEL,0,40,10,2014
EUR,NH,NH,Estonia,2014-10-12,SENTINEL,0,41,10,2014
EUR,NH,NH,Estonia,2014-10-12,NONSENTINEL,0,41,10,2014
EUR,NH,NH,Estonia,2014-10-19,NONSENTINEL,1,42,10,2014
EUR,NH,NH,Estonia,2014-10-19,SENTINEL,0,42,10,2014
EUR,NH,NH,Estonia,2014-10-26,NONSENTINEL,0,43,10,2014
EUR,NH,NH,Estonia,2014-10-26,SENTINEL,0,43,10,2014
EUR,NH,NH,Estonia,2014-11-02,SENTINEL,0,44,11,2014
EUR,NH,NH,Estonia,2014-11-02,NONSENTINEL,1,44,11,2014
EUR,NH,NH,Estonia,2014-11-09,NONSENTINEL,0,45,11,2014
EUR,NH,NH,Estonia,2014-11-09,SENTINEL,0,45,11,2014
EUR,NH,NH,Estonia,2014-11-16,SENTINEL,0,46,11,2014
EUR,NH,NH,Estonia,2014-11-16,NONSENTINEL,0,46,11,2014
EUR,NH,NH,Estonia,2014-11-23,NONSENTINEL,0,47,11,2014
EUR,NH,NH,Estonia,2014-11-23,SENTINEL,0,47,11,2014
EUR,NH,NH,Estonia,2014-11-30,SENTINEL,0,48,11,2014
EUR,NH,NH,Estonia,2014-11-30,NONSENTINEL,0,48,11,2014
EUR,NH,NH,Estonia,2014-12-07,SENTINEL,0,49,12,2014
EUR,NH,NH,Estonia,2014-12-07,NONSENTINEL,0,49,12,2014
EUR,NH,NH,Estonia,2014-12-14,SENTINEL,0,50,12,2014
EUR,NH,NH,Estonia,2014-12-14,NONSENTINEL,1,50,12,2014
EUR,NH,NH,Estonia,2014-12-21,SENTINEL,0,51,12,2014
EUR,NH,NH,Estonia,2014-12-21,NONSENTINEL,2,51,12,2014
EUR,NH,NH,Estonia,2014-12-28,NONSENTINEL,3,52,12,2014
EUR,NH,NH,Estonia,2014-12-28,SENTINEL,0,52,12,2014
EUR,NH,NH,Estonia,2015-01-04,SENTINEL,0,1,1,2015
EUR,NH,NH,Estonia,2015-01-04,NONSENTINEL,0,1,1,2015
EUR,NH,NH,Estonia,2015-01-11,NONSENTINEL,1,2,1,2015
EUR,NH,NH,Estonia,2015-01-11,SENTINEL,1,2,1,2015
EUR,NH,NH,Estonia,2015-01-18,SENTINEL,4,3,1,2015
EUR,NH,NH,Estonia,2015-01-18,NONSENTINEL,4,3,1,2015
EUR,NH,NH,Estonia,2015-01-25,NONSENTINEL,8,4,1,2015
EUR,NH,NH,Estonia,2015-01-25,SENTINEL,3,4,1,2015
EUR,NH,NH,Estonia,2015-02-01,NONSENTINEL,9,5,2,2015
EUR,NH,NH,Estonia,2015-02-01,SENTINEL,6,5,2,2015
EUR,NH,NH,Estonia,2015-02-08,SENTINEL,7,6,2,2015
EUR,NH,NH,Estonia,2015-02-08,NONSENTINEL,7,6,2,2015
